course_code,course_name,faculty,department,Academic_Level,programme,year,semester,is_jan_april_2026_offering
ZOOL 100,GENERAL ZOOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 1,2,1
ZOOL 102,HIGHER INVERTEBRATES,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 1,2,0
ZOOL 221,"INTRODUCTION TO VIROLOGY STREAMS: BSC. MICROBIOL AND BIOTECH, BSC. SCI",Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,1,0
ZOOL 231,HISTOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,1,1
ZOOL 233,VERTEBRATE ANOTOMY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,1,1
ZOOL 210,ECOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,2,1
ZOOL 220,ARTHROPOD BIOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,2,1
ZOOL 232,CELL BIOLOGY STREAMS: BSC,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,2,0
ZOOL 240,GENERAL PARASITOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 2,2,1
ZOOL 301,"ANIMAL EVOLUTION AND SYSTEMATICS STREAMS: STREAMS: BED (Sc), BSC (Sc), BSc (BIO)",Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,0
ZOOL 311,FRESHWATER BIOLOGY STREAMS: BSC,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,0
ZOOL 313,TERRESTRIAL ECOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,0
ZOOL 321,"FUNDAMENTALS OF ENTOMOLOGY STREAMS: BSC. AGED, BIO, SC",Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,0
ZOOL 331,DEVELOPMENTAL BIOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,1
ZOOL 333,MEDICAL PROTOZOOLOGY STREAMS: BSC,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,1,0
ZOOL 312,MARINE BIOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,2,1
ZOOL 330,ANIMAL PHYSIOLOGY STREAMS: B.ED SCI/BSC BIO/BSC MICROBIO & BSC,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,2,0
ZOOL 332,EPIDEMIOLOGY STREAMS: BSC. MICROBIOLOGY AND BIOTECHNOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,2,0
ZOOL 336,PESTICIDES AND MICROBIAL CONTROL STREAMS: BSC MICRO BIO Y3S1,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,2,0
ZOOL 340,PRINCIPLES OF IMMUNOLOGY STREAMS: BSC MICROBIOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 3,2,0
ZOOL 431,ENDOCRINOLOGY,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 4,1,1
ZOOL 435,AQUATIC MICROBIOLOGY STREAMS: BSC Y4S1,Faculty of Science & Technology,Department of Biological Sciences,Bachelor,Bachelor of Science (Biology),Year 4,1,0
